Name,SMILES,BSEP ACTIVITY,,,,,,,
50739354,CCCCc1c(C(c2cc(I)c(OCCN(CC)CC)c(I)c2)=O)c(c3o1)cccc3,1,,,,,,,
50775210,CCOc1c(NC(\C=C\CN(C)C)=O)cc(c2c1)c(Nc3cc(Cl)c(OCc4ncccc4)cc3)c(C#N)cn2,1,,,,,,,
50775468,Cc1c(c2ccc(Cl)cc2)n(c3c(Cl)cc(Cl)cc3)nc1C(NN4CCCCC4)=O,1,,,,,,,
50738973,CN1CCN(Cc2ccc(C(Nc3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)cc2)CC1,1,,,,,,,
50753985,C[C@@H]1C([C@@]2(C)[C@](F)([C@H]3C1)[C@@H](O)C[C@@](C)([C@H]34)[C@](C(=O)C)(O)CC4)=CC(=O)C=C2,0,,,,,,,
50753512,CCN(CCCC(Nc1c(c2nc(c13)cc(Cl)cc3)cc(OC)cc2)C)CC,0,,,,,,,
50754009,C[C@H]1[C@@](C(CO)=O)(O)[C@](C)([C@H]2C1)C[C@H](O)[C@@](F)([C@H]23)[C@](C)(C(=C4)CC3)C=CC4=O,0,,,,,,,
50753401,N[C@@H]1[C@@H](c2ccccc2)C1,0,,,,,,,
50753376,CC(c1cc(c2cc1)nc(c3ccc(Cl)cc3)o2)C(=O)O,0,,,,,,,
50775494,CC(c1cc(c2cc1)C(=O)c(c3O2)cc(C(=O)O)c(N)n3)C,0,,,,,,,
50375486,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1,0,,,,,,,
50772063,OC(COC(Cc1c(Nc2c(Cl)cccc2Cl)cccc1)=O)=O,0,,,,,,,
50777224,C[C@@]1([C@@H](O)CC2)[C@@H]2[C@H]3[C@@H]([C@](C)(C(=C4)CC3)CCC4=O)CC1,0,,,,,,,
50754497,CCN(C(c1ccc(C(c2ccccc2)=C3CCNCC3)cc1)=O)CC,0,,,,,,,
50754171,N[C@@H]1CN(c2nc(c3cc2)ccc(Cl)c3C(NCC4CCCCC4)=O)CC1,0,,,,,,,
50753647,CC(\C(=N/C(C(C\C(=N\C(\N=C(/C=CC=C1C(\N=C(/C(C)=CC=C2C(\N=C(\c(c3C(S(=O)(=O)O)=C4)c(S(=O)(=O)O)cc(S(=O)(=O)O)c3)/C4)=O)\C2)=O)\C1)=O)\C=C5)=C5)=O)\C=C(C(\N=C(\c(c6C(S(=O)(=O)O)=C7)c(S(=O)(=O)O)cc(S(=O)(=O)O)c6)/C7)=O)C8)=C8,0,,,,,,,
50753693,CN(CCC=C1c(c2C=Cc(c13)cccc3)cccc2)C,0,,,,,,,
50753710,C[C@@]1([C@](C(CO)=O)(O)CC2)[C@@H]2[C@H]3[C@@H]([C@](C)(C(=C4)CC3)CCC4=O)C(=O)C1,0,,,,,,,
50753300,O=C(c1ccccc1)NC2CCN(CCc3c(c4[nH]c3)cccc4)CC2,0,,,,,,,
50754477,CCN(c1c(C)cccc1)C(\C=C\C)=O,0,,,,,,,
50753280,Cc1c(C(Nc2ccc(C(F)(F)F)cc2)=O)cno1,0,,,,,,,
50775496,CC(c1n([C@@H]2C[C@H](N(CC[C@@H](c3ccccc3)NC(C4CCC(F)(F)CC4)=O)[C@@H]5C2)CC5)c(C)nn1)C,0,,,,,,,
50754513,CN(CCCN1c(c2Sc(c13)cccc3)cc(C(=O)C)cc2)C,0,,,,,,,
50753405,CCc1c(O)c(c2c(CC)c1)C(=O)C=C(C(=O)O)O2,0,,,,,,,
50775497,Clc1cc(Cl)c(COC(c2c(Cl)cc(Cl)cc2)Cn3cncc3)cc1,0,,,,,,,
51026616,CC[C@]1(CN2C[C@H](C[C@@](c3c(OC)cc4c([C@]5([C@@H](N6CC5)[C@@]7(CC)C=CC6)[C@H]([C@](C(OC)=O)(O)[C@@H]7OC(=O)C)N4C)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)CC2)C1)O,0,,,,,,,
50775498,CN(CCOc1ccc(\C(\c2ccccc2)=C(/c3ccccc3)\CCCl)cc1)C,0,,,,,,,
50754111,CC(CC(C(C(=O)Oc(c12)cccc1)=C2O)c3ccccc3)=O,0,,,,,,,
50753374,NC(C(NNCc1c(O)c(O)c(O)cc1)=O)CO,0,,,,,,,
50754112,FC(c1cc(C(CCN(CCc2cc(c3cc2)cccc3)C4)=C4)ccc1)(F)F,0,,,,,,,
50375470,Cc1ccc(C(c2cc([N+](=O)[O-])c(O)c(O)c2)=O)cc1,0,,,,,,,
51254362,Cc1[nH]nc(c2ccc(C([C@H]3[C@H](C(Nc4c(C)nn(C)c4)=O)CCCC3)=O)cc2)c1,0,,,,,,,
50753400,Clc1c(C(NCC2(CC3C4)CC(CC4C2)C3)=O)cc(CN5CCNCC5)cc1,0,,,,,,,
50375471,CN1CCN(C(c(c2Nc(c34)ccc(Cl)c3)cccc2)=N4)CC1,0,,,,,,,
50754043,COc1cc(c2cc1)N(C[C@@H](CN(C)C)C)c(c3S2)cccc3,0,,,,,,,
50754316,OC(c1sccc1)(c2sccc2)C(O[C@@H]3C(CC[N+]4(CCCOc5ccccc5)C3)CC4)=O,0,,,,,,,
50753321,CNCCCC1c(c2C=Cc(c13)cccc3)cccc2,0,,,,,,,
50753231,Cc1c(Cl)c(C)cc(O)c1,0,,,,,,,
50754092,CC(NC(NS(c1c(Nc2cc(C)ccc2)ccnc1)(=O)=O)=O)C,0,,,,,,,
50772699,COc1c(c2nc(N)n1)ncn2[C@H]3[C@@H](O)[C@H](O)[C@@H](CO)O3,0,,,,,,,
50772749,Oc1cc(c2cc1)[C@@]3([C@](O)([C@H]4C2)CCCC3)CCN4CC5CCC5,0,,,,,,,
50772750,CCNC(N(C([C@H]1CN(CC=C)[C@H]2[C@@H](c(c(c3[nH]c4)c4C2)ccc3)C1)=O)CCCN(C)C)=O,0,,,,,,,
50772751,Cn1c(c2nc1)C(=O)N(C)C(=O)N2C,0,,,,,,,
50772752,NC(N1c(c2C=Cc(c13)cccc3)cccc2)=O,0,,,,,,,
50772753,C[C@](C(=O)O)(NN)Cc1cc(O)c(O)cc1,0,,,,,,,
50772754,ClCCNC(N(N=O)CCCl)=O,0,,,,,,,
50772755,ClC(Cl)(Cl)Cl,0,,,,,,,
50772756,N[C@H](c1ccccc1)C(N[C@@H]2C(=O)N([C@@H]23)C(C(=O)O)=C(Cl)CS3)=O,0,,,,,,,
50772757,CC(CS[C@H]1N2C(=O)[C@H]1NC([C@@H](c3ccc(O)cc3)N)=O)=C2C(=O)O,0,,,,,,,
50772758,Cc1ccc(c2n(c3ccc(S(=O)(=O)N)cc3)nc(C(F)(F)F)c2)cc1,0,,,,,,,
50772759,OC(CCCc1ccc(N(CCCl)CCCl)cc1)=O,0,,,,,,,
50772760,OC[C@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)NC(C(Cl)Cl)=O,0,,,,,,,
50772761,CN(CCC(c1ncccc1)c2ccc(Cl)cc2)C,0,,,,,,,
50772762,CN(CCCN1c(c2Sc(c13)cccc3)cc(Cl)cc2)C,0,,,,,,,
50772763,CCCNC(NS(c1ccc(Cl)cc1)(=O)=O)=O,0,,,,,,,
50772764,Clc1cc(c2cc1)NC(=O)O2,0,,,,,,,
50772765,C1C(c2ccccc2)(c3ccccc3)C1C(NCC4)=N4,0,,,,,,,
50772766,CC(C(OCC([C@]1([C@](C)([C@H]2C3)C[C@H](O)[C@@H]([C@H]24)[C@](C)(C(=C5)CC4)C=CC5=O)[C@@H]3O[C@@H](C6CCCCC6)O1)=O)=O)C,0,,,,,,,
50772767,CN\C(=N/CCSCc1c(C)[nH]cn1)\NC#N,0,,,,,,,
50772768,CC(C(=O)O)(Oc1ccc(C2C(Cl)(Cl)C2)cc1)C,0,,,,,,,
50772769,OC(C(C(=O)c(c1N2C3CC3)cc(F)c(N4CCNCC4)c1)=C2)=O,0,,,,,,,
50772770,Nc1c(c2nc(Cl)n1)ncn2[C@@H]3O[C@H](CO)[C@@H](O)C3,0,,,,,,,
50772771,CC[C@@H]1[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@](OC)(C)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@@H](C)C(=O)O1,0,,,,,,,
50772772,Oc1c(c2c(Cl)cc1I)nccc2,0,,,,,,,
50772773,Nc1c(c2nc(Cl)n1)ncn2[C@H]3[C@@H](F)[C@H](O)[C@@H](CO)O3,0,,,,,,,
50772774,CCN(CCOc1ccc(\C(\c2ccccc2)=C(/c3ccccc3)\Cl)cc1)CC,0,,,,,,,
50772775,CC1N(NC(c2cc(S(=O)(=O)N)c(Cl)cc2)=O)C(C)CCC1,0,,,,,,,
50772777,C[C@H]1[C@@H](N(c2c(c3ncn2)cc[nH]3)C)CN(C(CC#N)=O)CC1,0,,,,,,,
50772778,C[C@@]1([C@@H](O)CC2)[C@@H]2[C@H]3[C@@H](c(c4CC3)ccc(O)c4)CC1,0,,,,,,,
50772779,CN1CCN(C(O[C@H]2c(c3C(=O)N2c4ncc(Cl)cc4)nccn3)=O)CC1,0,,,,,,,
50772780,CCC(C(c1c(Cl)c(Cl)c(OCC(=O)O)cc1)=O)=C,0,,,,,,,
50772781,CC(P(=O)(O)O)(P(=O)(O)O)O,0,,,,,,,
50772782,COc1c(OP(=O)(O)O)c(OC)cc([C@@H]2c(c3[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H]([C@@H]5O4)O[C@H](C)OC5)[C@@H]6[C@@H]2C(=O)OC6)cc(c7c3)OCO7)c1,0,,,,,,,
50772783,CCOC(\C=C(\C=C\C=C(\C=C\c1c(C)c(C)c(OC)cc1C)/C)/C)=O,0,,,,,,,
50772784,CC(OCC(COC(=O)C)CCn1c(c2nc1)nc(N)nc2)=O,0,,,,,,,
50772785,Oc1ccc(C2c(c3CCNC2)cc(O)c(O)c3Cl)cc1,0,,,,,,,
50772786,CSc1ccc(C(C2=C(C)NC(=O)N2)=O)cc1,0,,,,,,,
50772787,CC(N(C(C)C)CC[C@@H](c1c(OC(C(C)C)=O)ccc(CO)c1)c2ccccc2)C,0,,,,,,,
50772788,OC(c1c(F)cc(F)cc1)(Cn2ncnc2)Cn3ncnc3,0,,,,,,,
50772789,NC1=C(F)C=NC(=O)N1,0,,,,,,,
50772790,Nc1c(c2nc(F)n1)ncn2[C@H]3[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O3,0,,,,,,,
50772791,CC1(O[C@](C(CO)=O)([C@@H]2O1)[C@](C)([C@H]3C2)C[C@H](O)[C@@H]([C@H]34)[C@](C)(C(=C5)[C@@H](F)C4)C=CC5=O)C,0,,,,,,,
50772792,Oc1cc2c(C3(c(c4C(=O)O3)cccc4)c(c5O2)ccc(O)c5)cc1,0,,,,,,,
50772793,FC(C(=O)NC(=O)N1)=C1,0,,,,,,,
50772794,CC(C(Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1)=O)C,0,,,,,,,
50772795,CCC(O[C@@]1(C(SCF)=O)[C@](C)([C@H]2C[C@H]1C)C[C@H](O)[C@@](F)([C@H]23)[C@](C)(C(=C4)[C@@H](F)C3)C=CC4=O)=O,0,,,,,,,
50772796,COCCCC\C(\c1ccc(C(F)(F)F)cc1)=N/OCCN,0,,,,,,,
50772829,CN(C(Oc1cc([N+](C)(C)C)ccc1)=O)C,0,,,,,,,
50772830,Cc1c(c2ncc1)NC(=O)c(c3N2C4CC4)cccn3,0,,,,,,,
50772831,[O-][N+](OCCNC(c1cnccc1)=O)=O,0,,,,,,,
50772832,CCN(C(c1cnccc1)=O)CC,0,,,,,,,
50772834,CC(Oc1c(C(Nc2sc([N+](=O)[O-])cn2)=O)cccc1)=O,0,,,,,,,
50772835,CCN1c(c2C(=O)C(C(=O)O)=C1)cc(N3CCNCC3)c(F)c2,0,,,,,,,
50772836,CNCCC=C1c(c2CCc(c13)cccc3)cccc2,0,,,,,,,
50772837,CC1N2c(c3OC1)c(C(=O)C(C(=O)O)=C2)cc(F)c3N4CCN(C)CC4,0,,,,,,,
50772838,Cc1n(CC2C(=O)c3c(n(C)c(c34)cccc4)CC2)ccn1,0,,,,,,,
50772839,CCCCCCCCCCC[C@H](OC([C@@H](NC=O)CC(C)C)=O)C[C@H]1[C@H](CCCCCC)C(=O)O1,0,,,,,,,
50772840,Cc1n(CC(CCl)O)c([N+](=O)[O-])cn1,0,,,,,,,
50772841,Cc1c(C(N[C@@H]2C(=O)N([C@@H]23)[C@@H](C(=O)O)C(C)(C)S3)=O)c(c4ccccc4)no1,0,,,,,,,
50772842,CC[C@@H]([C@H]1C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](C(N2[C@H](C(N[C@H](C(NCC(=O)N)=O)CC(C)C)=O)CCC2)=O)CSSC[C@H](N)C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N1)C,0,,,,,,,
50772845,CC(O[C@@H]1[C@](C)([C@H]2C[C@@H]1[N+]3(CCCCC3)C)CC[C@@H]([C@H]24)[C@](C)([C@H]5CC4)C[C@H]([N+]6(CCCCC6)C)[C@@H](OC(=O)C)C5)=O,0,,,,,,,
50772846,C[C@@H]1N2c(c3OC1)c(C(=O)C(C(=O)O)=C2)cc(F)c3C4(CC4)N,0,,,,,,,
50772847,CC([C@@H]1[C@](C)([C@H]2C[C@H]1C#N)CC[C@@H]([C@H]23)[C@](C)(C4=CC3)CC[C@H](O)C4)=O,0,,,,,,,
50772848,CCN1c(c2C(=O)C(C(=O)O)=C1)cc(N3CCN(C)CC3)c(F)c2,0,,,,,,,
50772850,NC(OC(c1ccccc1)C2=O)=N2,0,,,,,,,
50772851,NC(c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1)=N,0,,,,,,,
50772852,CC(CCCCN1C(=O)c(c2N(C)C1=O)n(C)cn2)=O,0,,,,,,,
50772853,CCCN1[C@H]2[C@@H](c(c(c3[nH]c4)c4C2)ccc3)C[C@@H](CSC)C1,0,,,,,,,
50772854,CCOc1ccc(NC(=O)C)cc1,0,,,,,,,
50773265,C[C@@]1([C@@H](O)CC2)[C@@H]2[C@H]3[C@@H](c(c4C[C@H]3CCCCCCCCCS(CCCC(C(F)(F)F)(F)F)=O)ccc(O)c4)CC1,0,,,,,,,
50773266,NS(c1c(Cl)cc(NCc2occc2)c(C(=O)O)c1)(=O)=O,0,,,,,,,
50773267,COc1c(c([C@]2([C@@H]3C[C@@H](O)C=C2)CCN(C)C4)c4cc1)O3,0,,,,,,,
50773268,NC1=NC(=O)N([C@H]2C(F)(F)[C@H](O)[C@@H](CO)O2)C=C1,0,,,,,,,
50773271,Cc1cc(OCCCC(C(=O)O)(C)C)c(C)cc1,0,,,,,,,
50773272,CC[C@@]1([C@@](C#C)(O)C=C2)[C@@H]2[C@H]3[C@@H]([C@H](C(=C4)CC3)CCC4=O)CC1,0,,,,,,,
50773273,Cc1ncc(C(NCCc2ccc(S(NC(NC3CCCCC3)=O)(=O)=O)cc2)=O)nc1,0,,,,,,,
50773274,CC(C[C@@H](C(N[C@H](C(N1[C@H](C(NNC(=O)N)=O)CCC1)=O)CCCNC(=N)N)=O)NC([C@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@H]2NC(=O)CC2)=O)Cc3[nH]cnc3)=O)Cc4c(c5[nH]c4)cccc5)=O)CO)=O)Cc6ccc(O)cc6)=O)COC(C)(C)C)=O)C,0,,,,,,,
50773275,NC(NC(Cc1c(Cl)cccc1Cl)=O)=N,0,,,,,,,
50773277,NS(c1c(C(F)(F)F)cc2c(S(=O)(=O)NCN2)c1)(=O)=O,0,,,,,,,
50773279,CCN(CCCC(Nc1c(c2ncc1)ccc(Cl)c2)C)CCO,0,,,,,,,
50773280,NC(NO)=O,0,,,,,,,
50773281,CN(CCCN1c(c2CCc(c13)cccc3)cccc2)C,0,,,,,,,
50773282,CC(Cn1c(c2nc1)c(c3nc2N)cccc3)C,0,,,,,,,
50773283,CC1N(NC(c2cc(S(=O)(=O)N)c(Cl)cc2)=O)c(c3C1)cccc3,0,,,,,,,
50773284,CC(N(c1c(I)c(C(NCC(CO)O)=O)c(I)c(C(NCC(CO)O)=O)c1I)CC(CO)O)=O,0,,,,,,,
50773285,CC([N+](C1CC2)(C2CC(OC(C(c3ccccc3)CO)=O)C1)C)C,0,,,,,,,
50773287,CC(NNC(c1ccncc1)=O)C,0,,,,,,,
50773288,CN1S(=O)(=O)c(c2C(O)=C1C(Nc3noc(C)c3)=O)cccc2,0,,,,,,,
50773289,NC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O3)[C@H](N)C[C@@H]2N)O1,0,,,,,,,
50773290,Fc1ccc(C(C2CCN(CCN3C(=O)c(c4NC3=O)cccc4)CC2)=O)cc1,0,,,,,,,
50773292,COC[C@H](C(NCc1ccccc1)=O)NC(=O)C,0,,,,,,,
50773293,NC1=NC(=O)N([C@H]2O[C@@H](CO)SC2)C=C1,0,,,,,,,
50773294,Cc1c(CS(c2[nH]c(c3n2)cccc3)=O)nccc1OCC(F)(F)F,0,,,,,,,
50773295,Nc1c(c2ccc1)CN(C3C(=O)NC(=O)CC3)C2=O,0,,,,,,,
50773298,Nc1nc(c2c(O)n1)NCC(CNc3ccc(C(N[C@H](C(=O)O)CCC(=O)O)=O)cc3)N2C=O,0,,,,,,,
50773299,CCNC([C@H]1N(C([C@@H](NC([C@@H](NC([C@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@H]2NC(=O)CC2)=O)Cc3nc[nH]c3)=O)Cc4c(c5[nH]c4)cccc5)=O)CO)=O)Cc6ccc(O)cc6)=O)CC(C)C)=O)CC(C)C)=O)CCCNC(=N)N)=O)CCC1)=O,0,,,,,,,
50773300,N[C@H](C(=O)O)Cc1cc(O)c(O)cc1,0,,,,,,,
50773301,C[C@@H]1N2c(c3OC1)c(C(=O)C(C(=O)O)=C2)cc(F)c3N4CCN(C)CC4,0,,,,,,,
50773311,CCC1(c2ccccc2)C(=O)NCNC1=O,0,,,,,,,
50773312,CCCN(S(c1ccc(C(=O)O)cc1)(=O)=O)CCC,0,,,,,,,
50773314,CCN(CCNC(c1ccc(N)cc1)=O)CC,0,,,,,,,
50773315,CN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(Cl)cc3)CC1,0,,,,,,,
50773316,CC(N(C)C)CN1c(c2Sc(c13)cccc3)cccc2,0,,,,,,,
50773317,CCCNCC(COc1c(C(CCc2ccccc2)=O)cccc1)O,0,,,,,,,
50773318,NC(c1nccnc1)=O,0,,,,,,,
50773362,NC(NC(NCCc1ccccc1)=N)=N,0,,,,,,,
50773363,CC(NCC(COc1c(c2ccc1)cc[nH]2)O)C,0,,,,,,,
50773364,C(c1cc(c2cc1)OCO2)N3CCN(c4ncccn4)CC3,0,,,,,,,
50773365,CN1S(=O)(=O)c(c2C(O)=C1C(Nc3ncccc3)=O)cccc2,0,,,,,,,
50773366,C(c1ccc(CN2CCNCCCNCCNCCC2)cc1)N3CCNCCCNCCNCCC3,0,,,,,,,
50773368,C[C@@]1([C@](C(CO)=O)(O)CC2)[C@@H]2[C@H]3[C@@H]([C@](C)(C(=C4)CC3)C=CC4=O)[C@@H](O)C1,0,,,,,,,
50773399,NC1=NC(=O)N([C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O2)C=C1,0,,,,,,,
50773400,CN(\N=N\c1c(C(=O)N)nc[nH]1)C,0,,,,,,,
50773401,Nc1ccc(S(c2ccc(N)cc2)(=O)=O)cc1,0,,,,,,,
50773402,NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)C2)C=N1,0,,,,,,,
50773403,CNCCCN1c(c2CCc(c13)cccc3)cccc2,0,,,,,,,
50773404,Clc1cc2c(C(=C3CCNCC3)c(c4CC2)nccc4)cc1,0,,,,,,,
50773406,CN(CC[C@H](c1ncccc1)c2ccc(Br)cc2)C,0,,,,,,,
50773407,Cc1c(C[S@](c2[nH]c(c3n2)cccc3)=O)nccc1OCC(F)(F)F,0,,,,,,,
50773408,CN1C(=O)CN=C(c2ccccc2)c(c13)cc(Cl)cc3,0,,,,,,,
50773409,CC(Nc(c1S2(=O)=O)ccc(Cl)c1)=N2,0,,,,,,,
50773410,OC[C@H]1O[C@@H](n2c3c(C(=O)NC=N3)nc2)CC1,0,,,,,,,
50773411,CN(CCOC(c1ccccc1)c2ccccc2)C,0,,,,,,,
50773412,CC[C@@H]1[C@](O)(C)[C@@H]([C@@H](C)[C@@H]2[C@H](C)C[C@](O)(C)[C@H](O[C@H]3[C@H](O)[C@@H](N(C)C)C[C@@H](C)O3)C[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@](OC)(C)C4)[C@@H](C)C(=O)O1)O[C@H](COCCOC)N2,0,,,,,,,
50773413,CC(N(C(C)C)CCC(c1ncccc1)(c2ccccc2)C(=O)N)C,0,,,,,,,
50773415,O=C(c1c(c2[nH]c1)cccc2)O[C@@H]3C[C@@H](N4[C@H]5C3)C[C@H](C(=O)C4)C5,0,,,,,,,
50773416,Clc1cc(c2cc1)NC(=O)N2C3CCN(CCCN4C(=O)Nc(c45)cccc5)CC3,0,,,,,,,
50773417,CN(CC\C=C(\c(c1OC2)cccc1)/c3c2cccc3)C,0,,,,,,,
50773418,CNCC[C@@H](c1sccc1)Oc2c(c3ccc2)cccc3,0,,,,,,,
50773419,CC(c1ccc(C(CCCN2CCC(OC(c3ccccc3)c4ccccc4)CC2)=O)cc1)(C)C,0,,,,,,,
50773420,FC([C@]1(C#CC2CC2)c(c3NC(=O)O1)cc(Cl)cc3)(F)F,0,,,,,,,
50773421,CC[C@@H]1[C@@H](C[C@@H]2c(c3CCN2)cc(OC)c(OC)c3)C[C@H](N4C1)c(c5CC4)cc(OC)c(OC)c5,0,,,,,,,
50773422,NC(C(F)=CN([C@H]1O[C@@H](CO)SC1)C2=O)=N2,0,,,,,,,
50773423,CCOC([C@@H](N[C@H](C(N1[C@H](C(=O)O)CCC1)=O)C)CCc2ccccc2)=O,0,,,,,,,
50773424,CCN1c(c2C(=O)C(C(=O)O)=C1)nc(N3CCNCC3)c(F)c2,0,,,,,,,
50773425,NC(NC(=O)c(c12)ncn1[C@@H]3C(=C)[C@H](CO)[C@@H](O)C3)=N2,0,,,,,,,
50773426,COC([C@H]1[C@H]([C@]2([C@@H]3O2)[C@](C)(C(=C4)C1)CCC4=O)[C@H]5[C@]([C@@]6(OC(=O)CC6)CC5)(C)C3)=O,0,,,,,,,
50773427,CCCCc1n(Cc2ccc(C(=O)O)cc2)c(\C=C(\C(=O)O)/Cc3sccc3)cn1,0,,,,,,,
50773428,C[C@H]([C@H]1C(=O)N([C@@H]12)C(C(=O)O)=C(S[C@H]3C[C@@H](C(Nc4cc(C(=O)O)ccc4)=O)NC3)[C@@H]2C)O,0,,,,,,,
50773497,CC(c1cc(c2cc1)Cc(c3O2)cccn3)C(=O)O,0,,,,,,,
50773498,Nc1scc(\C(\C(N[C@@H]2C(=O)N([C@@H]23)C(C(=O)O)=C(C=C)CS3)=O)=N\O)n1,0,,,,,,,
50773499,OC(CCc1oc(c2ccccc2)c(c3ccccc3)n1)=O,0,,,,,,,
50773500,COC(Nc1[nH]c(c2n1)cc(C(c3ccccc3)=O)cc2)=O,0,,,,,,,
50773501,O=C1Nc(c2CC1)ccc(OCCCCc3n(C4CCCCC4)nnn3)c2,0,,,,,,,
50773502,COc1c(c2ccc1)C(=O)c(c3C2=O)c(O)c(c4c3O)[C@@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](N)C5)C[C@@](C(CO)=O)(O)C4,0,,,,,,,
50773503,COc1c(OC)cc(Cc2c(c3ccn2)cc(OC)c(OC)c3)cc1,0,,,,,,,
50773504,Nc1c(c2nc(c13)CCCC3)cccc2,0,,,,,,,
50773505,CO\N=C(\c1nc(N)sc1)/C(N[C@@H]2C(=O)N([C@@H]23)C(C(=O)O)=C(COC(=O)C)CS3)=O,0,,,,,,,
50773506,CO\N=C(\c1occc1)/C(N[C@@H]2C(=O)N([C@@H]23)C(C(OC(OC(=O)C)C)=O)=C(COC(=O)N)CS3)=O,0,,,,,,,
50773507,COc1c(O)c(OC)cc([C@@H]2c(c3[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H]([C@@H]5O4)O[C@H](c6sccc6)OC5)[C@@H]7[C@@H]2C(=O)OC7)cc(c8c3)OCO8)c1,0,,,,,,,
50773508,CC[C@]1(CN2C[C@@H](C[C@@](c3c(OC)cc4c([C@]5([C@@H](N6CC5)[C@@]7(CC)C=CC6)[C@H]([C@](C(OC)=O)(O)[C@@H]7OC(=O)C)N4C)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)CC2)C1)O,0,,,,,,,
50773509,C[C@@H]1C([C@@]2(C)[C@H]([C@H]3C1)[C@@H](O)C[C@@](C)([C@H]34)[C@](C(CO)=O)(O)CC4)=CC(=O)C=C2,0,,,,,,,
50773510,COc1cc(c2cc1)c([C@@H]([C@@H]3N(C[C@H](C=C)[C@@H]4C3)CC4)O)ccn2,0,,,,,,,
50773513,CCN1c(c2C(=O)C(C(=O)O)=C1)nc(C)cc2,0,,,,,,,
50773514,CO\N=C(\C(CN)CN1c2c(F)cc(c3n2)C(=O)C(C(=O)O)=CN3C4CC4)/C1,0,,,,,,,
50773515,CCN(CCCC(Nc1c(c2ncc1)ccc(Cl)c2)C)CC,0,,,,,,,
50773517,CN1C(=O)N(C)C(=O)c(c12)[nH]cn2,0,,,,,,,
50773519,C[C@@]1(C(c2cnccc2)=CC3)[C@@H]3[C@H]4[C@@H]([C@](C)(C5=CC4)CC[C@H](O)C5)CC1,0,,,,,,,
50773520,CCN(CCNC(c1ccc(NC(=O)C)cc1)=O)CC,0,,,,,,,
50773521,CC(Nc1sc(S(=O)(=O)N)nn1)=O,0,,,,,,,
50773522,Cc1[n+]([O-])cc(C(=O)O)nc1,0,,,,,,,
50773523,COc1c(C2(CC3C4)CC(CC4C2)C3)cc(c5cc(c6cc5)ccc(C(=O)O)c6)cc1,0,,,,,,,
50773524,CC(NCC(c1cc(CO)c(O)cc1)O)(C)C,0,,,,,,,
50773525,NCCCC(P(=O)(O)O)(P(=O)(O)O)O,0,,,,,,,
50773526,CC(NCC(COc1c(CC=C)cccc1)O)C,0,,,,,,,
50773527,C[C@@H]1[C@@](c2cc(O)ccc2)(C)CCN(C[C@@H](C(NCC(=O)O)=O)Cc3ccccc3)C1,0,,,,,,,
50773528,NCC[C@@H](C(N[C@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@@H](O)[C@H](O[C@@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O3)[C@@H](N)C1)=O)O,0,,,,,,,
50773764,COc1cc(c2cc1)c([C@H]([C@H]3N(C[C@H](C=C)[C@@H]4C3)CC4)O)ccn2,0,,,,,,,
50773776,CN(c1sc(C(N[C@H](C(=O)O)CCC(=O)O)=O)cc1)Cc2cc(c3cc2)C(=O)N=C(C)N3,0,,,,,,,
50773781,CCOC([C@@H](N[C@H](C(N1[C@H](C(=O)O)C[C@@H]([C@@H]12)CCC2)=O)C)CCc3ccccc3)=O,0,,,,,,,
50773786,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,0,,,,,,,
50773787,CN1[C@H]2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)ccc3,0,,,,,,,
