Name,SMILES,BSEP ACTIVITY,,,,,,,
50773788,CCN1[C@H](CNC(c2c(OC)c(Br)ccc2OC)=O)CCC1,0,,,,,,,
50773803,Nc1sc(c2n1)cc(OC(F)(F)F)cc2,0,,,,,,,
50773813,CC1=C(CCN2CCC(c3c(c4on3)ccc(F)c4)CC2)C(=O)N(C5=N1)CCCC5,0,,,,,,,
50773817,CN(CCc1c(c2[nH]c1)cc(Cn3ncnc3)cc2)C,0,,,,,,,
50773828,CC(O[C@@H]1[C@](C)([C@H]2C[C@@H]1[N+]3(CCCC3)CC=C)CC[C@@H]([C@H]24)[C@](C)([C@H]5CC4)C[C@H](N6CCOCC6)[C@@H](O)C5)=O,0,,,,,,,
50773833,CN(c1ccccc1)C(C(C(=O)N(C)c(c23)cccc2)=C3O)=O,0,,,,,,,
50773843,OCc1c(O)ccc(C(CNCCCCCCOCCCCc2ccccc2)O)c1,0,,,,,,,
50773845,N[C@@H](C1(CC2C3)CC(CC3C1)(O)C2)C(N4[C@H](C#N)C[C@@H]([C@@H]45)C5)=O,0,,,,,,,
50773846,C[C@@H](N(CC#C)C)Cc1ccccc1,0,,,,,,,
50773849,C[C@H]([C@H]1C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)O)CSSC[C@H](NC(CNC([C@@H](N)C)=O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc4c(c5[nH]c4)cccc5)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](Cc6ccccc6)C(=O)N1)O,0,,,,,,,
50773851,C[C@@H]1N[C@H](C)CN(c2c(F)c3c(C(=O)C(C(=O)O)=CN3C4CC4)c(N)c2F)C1,0,,,,,,,
50773854,CO[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](O[C@H]3O[C@H](C)[C@@H](O)[C@](O)(C)C3)[C@@H](C)O2)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](N(C)C)CC4)\C=C\C=C\C[C@H](C)OC(=O)C[C@H]1O,0,,,,,,,
50773860,CC(C(NCC(=O)O)=O)SC(c1sccc1)=O,0,,,,,,,
50773914,OC(CN(c1c(C#N)c(CC(=O)O)c(C(=O)O)s1)CC(=O)O)=O,0,,,,,,,
50773915,CC(NS(c1ccc(N)cc1)(=O)=O)=O,0,,,,,,,
50773916,Cc1onc(NS(c2ccc(N)cc2)(=O)=O)c1,0,,,,,,,
50773917,Cc1c(C)c(NS(c2ccc(N)cc2)(=O)=O)on1,0,,,,,,,
50773919,CS(c1ccc(\C=C(/c(c23)ccc(F)c2)\C(=C3CC(=O)O)C)cc1)=O,0,,,,,,,
50774099,CCN1C(CNC(c2c(OC)cc(N)c(S(CC)(=O)=O)c2)=O)CCC1,0,,,,,,,
50774106,CN(CCC=C1c(c2CCc(c13)cccc3)cccc2)C,0,,,,,,,
50774111,Clc1cc(c2cc1)C(N3CCNCC3)=Nc(c4O2)cccc4,0,,,,,,,
50774112,CC(c1cc(C(C#N)(C)C)cc(Cn2ncnc2)c1)(C#N)C,0,,,,,,,
50774304,Oc1c(c2ccc1)C(=O)c(c3C2)c(O)ccc3,0,,,,,,,
50774424,CC(N(C)N(c1ccccc1)C2=O)=C2,0,,,,,,,
50774425,C[C@H](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)O[C@@H]2[C@H](c3ccc(F)cc3)N(CC(NC(=O)N4)=N4)CCO2,0,,,,,,,
50774426,Clc1c(Cl)c(N2CCN(CCCCOc3cc(c4cc3)NC(=O)CC4)CC2)ccc1,0,,,,,,,
50774427,CO[C@@H]1[C@H](C)[C@@H]([C@](OO[C@@]2(C)O3)([C@H]4CC2)[C@@H]3O1)CC[C@H]4C,0,,,,,,,
50774428,C[C@H]1[C@@H]([C@](OO[C@@]2(C)O3)([C@@H]3O[C@@H](OC(CCC(=O)O)=O)[C@@H]4C)[C@H]4CC1)CC2,0,,,,,,,
50774429,CC(Oc1c(C(=O)O)cccc1)=O,0,,,,,,,
50774430,CC(NCC(COc1ccc(CC(=O)N)cc1)O)C,0,,,,,,,
50774431,COc1c(OC)cc(CC2[N+](CCC(OCCCCCOC(CC[N+]3(C(Cc4cc(OC)c(OC)cc4)c(c5CC3)cc(OC)c(OC)c5)C)=O)=O)(C)CCc(c26)cc(OC)c(OC)c6)cc1,0,,,,,,,
50774432,CN([C@@H]1CC2)[C@H]2CC(OC(C(c3ccccc3)CO)=O)C1,0,,,,,,,
50774433,Cn1c(Sc2c(c3ncn2)[nH]cn3)c([N+](=O)[O-])nc1,0,,,,,,,
50774434,CC1([C@H](C(=O)O)N([C@@H]2S1)C(=O)[C@H]2NC([C@@H](c3ccccc3)NC(N4C(=O)NCC4)=O)=O)C,0,,,,,,,
50774435,NCC(c1ccc(Cl)cc1)CC(=O)O,0,,,,,,,
50774436,[O-][N+](c1n(CC(NCc2ccccc2)=O)ccn1)=O,0,,,,,,,
50774437,C[C@@H]1[C@@](C(CO)=O)(O)[C@](C)([C@H]2C1)C[C@H](O)[C@@](F)([C@H]23)[C@](C)(C(=C4)CC3)C=CC4=O,0,,,,,,,
50774438,OC(CCNC(c1ccccc1)=O)=O,0,,,,,,,
50774439,Cc1c(C(c2ccc(C(=O)O)cc2)=C)cc3c(C(C)(C)CCC3(C)C)c1,0,,,,,,,
50774440,CC[C@@H]([C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)O)CC(C)C)=O)Cc2ccc(O)cc2)=O)CCC(=O)O)=O)CCC(=O)O)=O)CCC1)=O)NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC(CNC([C@@H](NC(CNC(CNC(CNC(CNC([C@H]3N(C([C@@H](NC([C@H]4N(C([C@@H](Cc5ccccc5)N)=O)CCC4)=O)CCCNC(=N)N)=O)CCC3)=O)=O)=O)=O)=O)CC(=O)N)=O)=O)CC(=O)O)=O)Cc6ccccc6)=O)CCC(=O)O)=O)CCC(=O)O)=O)C,0,,,,,,,
50774442,CCN[C@@H]1c(c2S(=O)(=O)N(CCCOC)C1)cc(S(=O)(=O)N)s2,0,,,,,,,
50774443,CCN(CCNC(c1c(OC)cc(N)c(Br)c1)=O)CC,0,,,,,,,
50774444,CN(CCC(c1ncccc1)c2ccc(Br)cc2)C,0,,,,,,,
50774445,OCC([N+](=O)[O-])(CO)Br,0,,,,,,,
50774446,CCCCNc1c(Oc2ccccc2)c(S(=O)(=O)N)cc(C(=O)O)c1,0,,,,,,,
50774627,CCCCN1C(C(Nc2c(C)cccc2C)=O)CCCC1,0,,,,,,,
50774628,CC[C@H](NCCN[C@H](CO)CC)CO,0,,,,,,,
50774629,CCC1(C(=O)NC(=O)C1)C,0,,,,,,,
50774630,CC(NC[C@@H]1OC(=O)N(c2cc(F)c(N3CCOCC3)cc2)C1)=O,0,,,,,,,
50774631,CCN1C(=O)C(=O)N(C(N[C@H](c2ccccc2)C(N[C@@H]3C(=O)N([C@@H]34)[C@@H](C(=O)O)C(C)(C)S4)=O)=O)CC1,0,,,,,,,
50774632,CCCN[C@@H]1Cc(c2CC1)sc(N)n2,0,,,,,,,
50774633,OCCOCCN1CCN(C(c(c2Sc(c34)cccc3)cccc2)=N4)CC1,0,,,,,,,
50774634,CC1(S(=O)(=O)[C@H]2N(C(=O)C2)[C@H]1C(=O)O)C,0,,,,,,,
50774635,CC(Nc1ccc(S(Nc2ccc([N+](=O)[O-])cc2)(=O)=O)cc1)=O,0,,,,,,,
50774636,COc1cc([C@]2([C@H](CN(C)C)CCCC2)O)ccc1,0,,,,,,,
50774637,COc1c(OC)cc(c2c1)c(N)nc(N(CCCNC(C3OCCC3)=O)C)n2,0,,,,,,,
50774638,COCCCOc1c(OC)ccc(C[C@H](C(C)C)C[C@@H]([C@H](C[C@H](C(NCC(C(=O)N)(C)C)=O)C(C)C)O)N)c1,0,,,,,,,
50774639,CC([C@H](C(=O)O)N)(S)C,0,,,,,,,
50774640,Nc1nc(N)c(c2c(Cl)c(Cl)ccc2)nn1,0,,,,,,,
50774641,N#Cc1ccc(C(n2ncnc2)c3ccc(C#N)cc3)cc1,0,,,,,,,
50774642,OC[C@@H]1[C@@H](O)C[C@H](n2c(c3nc2)N=CNC[C@H]3O)O1,0,,,,,,,
50774647,COc1c(OC)c(c2cc1O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C(C(=C4)C(NC(=O)C)CC2)=CC=C(SC)C4=O,0,,,,,,,
50775499,OC(c1c(O)ccc(\N=N\c2ccc(S(Nc3ncccc3)(=O)=O)cc2)c1)=O,0,,,,,,,
50775501,OC(\C=C\C1C(C\C=C/CCCC(=O)O)C(O)CC1O)COc2cc(Cl)ccc2,0,,,,,,,
50775503,CCCCC[C@@H](\C=C\[C@@H]1[C@@H](CCCCCCC(=O)O)C(=O)C[C@H]1O)O,0,,,,,,,
50775504,CC(c1cc2c(c(c3[nH]2)cc(Cl)cc3)cc1)C(=O)O,0,,,,,,,
50775507,CC[C@@]1(C2=C(C(=O)N(C3=C2)Cc(c34)cc(c5n4)c([N+](=O)[O-])ccc5)COC1=O)O,0,,,,,,,
50775511,CC(Oc1c(c2ccc1)C(=O)c(c3C2=O)c(OC(=O)C)cc(C(=O)O)c3)=O,0,,,,,,,
50775512,COc1c(Nc2c(c3nc(c24)cccc4)cccc3)ccc(NS(=O)(=O)C)c1,0,,,,,,,
50775514,CC[C@@H]([C@@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(=O)N)Cc1ccccc1)=O)Cc2c(c3[nH]c2)cccc3)=O)CC(=O)N)=O)Cc4c(c5[nH]c4)cccc5)=O)CC(C)C)=O)CO)=O)C)=O)Cc6c(c7[nH]c6)cccc7)=O)CCCCN)=O)CC(=O)O)=O)CC(C)C)=O)CCC(=O)O)=O)CC(C)C)=O)CC(C)C)=O)CCC(=O)O)=O)CCC(=O)N)=O)CCC(=O)O)=O)CC(=O)N)=O)CCCCN)=O)CCC(=O)O)=O)CCC(=O)N)=O)CCC(=O)N)=O)CC(=O)N)=O)CCC(=O)N)=O)CO)=O)CCC(=O)O)=O)CCC(=O)O)=O)NC([C@@H](NC([C@@H](NC([C@@H](NC([C@H]([C@H](CC)C)NC([C@@H](NC([C@@H](NC([C@H]([C@H](O)C)NC([C@@H](NC(=O)C)Cc8ccc(O)cc8)=O)=O)CO)=O)CC(C)C)=O)=O)Cc9[nH]cnc9)=O)CO)=O)CC(C)C)=O)C,0,,,,,,,
50775515,C[C@@](C(=O)O)(Cc1cc(O)c(O)cc1)N,0,,,,,,,
50775517,COc1c(O)c(c([C@@H]2[N+](C)(C)CC3)c3c1)Oc(ccc4C[C@H]5c(c6CCN5C)cc(c(OC)c6)Oc(cc7C2)c(O)cc7)cc4,0,,,,,,,
50775841,OS(Cc1c(c2on1)cccc2)(=O)=N,0,,,,,,,
50775843,CN1CCN(C(OC2c(c3C(=O)N2c4ncc(Cl)cc4)nccn3)=O)CC1,0,,,,,,,
50775846,FC(c1cc(Nc2c(C(OC3c(c4C(=O)O3)cccc4)=O)cccn2)ccc1)(F)F,0,,,,,,,
50775850,CCOC(c1cnc(C#Cc2cc(c3cc2)C(C)(C)CCS3)cc1)=O,0,,,,,,,
50775852,CC(C(=O)NC(=O)N1[C@H]2O[C@@H](CO)[C@H](O)C2)=C1,0,,,,,,,
50775855,CN1C(=O)n(c2N=N1)cnc2C(=O)N,0,,,,,,,
50775856,CC(OC(OCOP(OCOC(OC(C)C)=O)(CO[C@@H](Cn1c(c2nc1)ncnc2N)C)=O)=O)C,0,,,,,,,
50775858,CN(Cc1c(c2ccc1)cccc2)C\C=C\C#CC(C)(C)C,0,,,,,,,
50775862,CC(NCC(c1cc(O)cc(O)c1)O)(C)C,0,,,,,,,
50775868,CC(c1ccc(C(CCCN2CCC(C(c3ccccc3)(c4ccccc4)O)CC2)O)cc1)(C)C,0,,,,,,,
50775871,CN([C@@H]1C(O)=C(C(=O)N)C(=O)[C@](O)([C@H]12)C(O)=C3[C@@H]([C@@](O)(C)c(c4C3=O)cccc4O)C2)C,0,,,,,,,
50775872,CCN(C(SSC(N(CC)CC)=S)=S)CC,0,,,,,,,
50775873,CN1C(=O)N(C)C(=O)c(c12)nc[nH]2,0,,,,,,,
50775875,S=P(N1CC1)(N2CC2)N3CC3,0,,,,,,,
50775876,CCN(CCNC(c1c(OC)ccc(S(=O)(=O)C)c1)=O)CC,0,,,,,,,
50775877,Clc1c(CN2Cc(c3CC2)ccs3)cccc1,0,,,,,,,
50775879,CCN(CCOc1cc(c2cc1)C(=O)c(c23)cc(OCCN(CC)CC)cc3)CC,0,,,,,,,
50775882,CC(NC[C@@H](COc1c(N2CCOCC2)nsn1)O)(C)C,0,,,,,,,
50775887,CCS(CCn1c([N+](=O)[O-])cnc1C)(=O)=O,0,,,,,,,
50775888,NC[C@@H]1[C@@H](O)C[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O3)[C@H](N)C[C@@H]2N)O1,0,,,,,,,
50775889,CCCCNC(NS(c1ccc(C)cc1)(=O)=O)=O,0,,,,,,,
50775890,CN(c1cc(C)ccc1)C(Oc2cc(c3cc2)cccc3)=S,0,,,,,,,
50775892,CCOC([C@@H](N[C@H](C(N1[C@H](C(=O)O)C[C@H]([C@@H]12)CCCC2)=O)C)CCc3ccccc3)=O,0,,,,,,,
50775897,Clc1cc(N2CCN(CCCN3C(=O)N(C4=N3)C=CC=C4)CC2)ccc1,0,,,,,,,
50775899,C\C(=C/C=C/C(=C/C(=O)O)/C)\C=C\C(C(C)(C)CCC1)=C1C,0,,,,,,,
50775901,CC(OCC([C@@]1([C@](C)([C@H]2C[C@H]1OC(=O)C)C[C@H](O)[C@@](F)([C@H]23)[C@](C)(C(=C4)CC3)C=CC4=O)O)=O)=O,0,,,,,,,
50775905,Nc1nc(c2c(N)n1)nc(N)c(c3ccccc3)n2,0,,,,,,,
50775907,C[C@@]1([C@@H](O)CC2)[C@@H]2[C@H]3[C@@H]([C@](C)([C@]4([C@@H]5O4)CC3)CC(C#N)=C5O)CC1,0,,,,,,,
50776015,FC(C(CC(c1sccc1)=O)=O)(F)F,0,,,,,,,
50776017,COc1c(N2CCN(CCCNC(N(C)C(=O)N(C)C3=O)=C3)CC2)cccc1,0,,,,,,,
50776018,CC([C@@H](C(OCCOCn1c2c(C(=O)N=C(N)N2)nc1)=O)N)C,0,,,,,,,
50776020,CCCCC(N([C@H](C(=O)O)C(C)C)Cc1ccc(c2c(c3[nH]nnn3)cccc2)cc1)=O,0,,,,,,,
50776022,C(C1CNC2)C2c(c13)cc(c4c3)nccn4,0,,,,,,,
50776025,CC(O[C@@H]1[C@](C)([C@H]2C[C@@H]1[N+]3(CCCCC3)C)CC[C@@H]([C@H]24)[C@](C)([C@H]5CC4)C[C@H](N6CCCCC6)[C@@H](OC(=O)C)C5)=O,0,,,,,,,
50776028,COc1ccc(C(C2(CCCCC2)O)CN(C)C)cc1,0,,,,,,,
50776029,NC(C=C)CCC(=O)O,0,,,,,,,
50776032,OC1(CC(NCC(N2[C@H](C#N)CCC2)=O)(CC3C1)CC4C3)C4,0,,,,,,,
50776034,CC[C@]1(CN2C[C@@H](C[C@@](c3c(OC)cc4c([C@]5([C@@H](N6CC5)[C@@]7(CC)C=CC6)[C@H]([C@](C(OC)=O)(O)[C@@H]7OC(=O)C)N4C=O)c3)(C(OC)=O)c8c(c(c9[nH]8)cccc9)CC2)C1)O,0,,,,,,,
50776039,OCC(N[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@](CO)(O)C1)CO,0,,,,,,,
50776040,C[C@H]([C@@](c1c(F)cc(F)cc1)(Cn2ncnc2)O)c3c(F)cncn3,0,,,,,,,
50776041,ONC(CCCCCCC(Nc1ccccc1)=O)=O,0,,,,,,,
50776042,OC(COc1ccc(O)cc1)CNCCNC(N2CCOCC2)=O,0,,,,,,,
50776043,NC1=NC(=O)N([C@@H]2O[C@H](CO)CC2)C=C1,0,,,,,,,
50776045,CCN(c1cc(c2n(c3ncc2)ncc3C#N)ccc1)C(=O)C,0,,,,,,,
50776049,CC(c1sc(c2c1)cccc2)N(C(=O)N)O,0,,,,,,,
50776067,Clc1c(CCN2CCN(c3c(c4sn3)cccc4)CC2)cc(c5c1)CC(=O)N5,0,,,,,,,
50776068,CN(CCc1c(c2[nH]c1)cc(C[C@@H]3NC(=O)OC3)cc2)C,0,,,,,,,
50776347,NCC1C(O)C(O)C(N)C(OC2C(O)C(OC3C(OC4C(N)C(O)C(O)C(CN)O4)C(N)CC(N)C3O)OC2CO)O1,0,,,,,,,
50776349,CN1[C@H](c2cnccc2)CCC1,0,,,,,,,
50776352,[O-][N+](c1cc(c2cc1)C(c3ccccc3)=NCC(=O)N2)=O,0,,,,,,,
50776353,CN1CCN(C(c(c2Nc(c34)cccc3)cc(C)s2)=N4)CC1,0,,,,,,,
50776354,CCOC(C(C[C@H](N)[C@@H](NC(=O)C)[C@@H]1OC(CC)CC)=C1)=O,0,,,,,,,
50776355,Fc1ccc([C@H]2[C@H](COc3cc(c4cc3)OCO4)CNCC2)cc1,0,,,,,,,
50776356,CC(C(=N1)N(C(=O)C(c2[nH]nnn2)=C1)C=C3)=C3,0,,,,,,,
50776359,CCC[C@@H](C(OCC)=O)N[C@H](C(N1[C@H](C(=O)O)C[C@@H]([C@@H]12)CCCC2)=O)C,0,,,,,,,
50776361,NC(CN1C(=O)CCC1)=O,0,,,,,,,
50776365,CC[C@@H](C(O[C@@H]1[C@@H](C2=C[C@@H](O)C1)[C@@H](CC[C@H](C[C@H](CC(=O)O)O)O)[C@@H](C)C=C2)=O)C,0,,,,,,,
50776367,Cc1c(c2ccc(S(=O)(=O)N)cc2)c(c3ccccc3)no1,0,,,,,,,
50776374,CS(c1ccc(C(COC2=O)=C2c3ccccc3)cc1)(=O)=O,0,,,,,,,
50776378,CC(C(=O)NC(=O)N1[C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)=C1,0,,,,,,,
50776526,CC(C[C@@H](CC(=O)O)CN)C,0,,,,,,,
50776528,CNNCc1ccc(C(NC(C)C)=O)cc1,0,,,,,,,
50776531,CC(NCC(COc1c(c2ccc1)cccc2)O)C,0,,,,,,,
50776538,CCC(NCC[C@H]1c(c2CC1)c(c3cc2)CCO3)=O,0,,,,,,,
50776540,C#CCN[C@H]1c(c2CC1)cccc2,0,,,,,,,
50776543,Clc1sc(C(NC[C@@H]2OC(=O)N(c3ccc(N4C(=O)COCC4)cc3)C2)=O)cc1,0,,,,,,,
50776544,CC[C@@H]1[C@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@H](C)C[C@](O)(C)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@@H](C)C(=O)O1,0,,,,,,,
50776545,COc1c(OC)cc(c2c1)c(N)nc(N3CCN(C(c4occc4)=O)CC3)n2,0,,,,,,,
50776548,[O-][N+](c1oc(\C=N\N2C(=O)NC(=O)C2)cc1)=O,0,,,,,,,
50776552,CC(c1c(\C=C\[C@H](C[C@H](CC(=O)O)O)O)c(c2ccc(F)cc2)nc(N(S(=O)(=O)C)C)n1)C,0,,,,,,,
50776555,CO\N=C(\c1nc(N)sc1)/C(N[C@@H]2C(=O)N([C@@H]23)C(C(=O)O)=C(CSC(N(C)NC(=O)C4=O)=N4)CS3)=O,0,,,,,,,
50776557,OC(CCCCCCCCC=C)=O,0,,,,,,,
50776558,C[C@@H]1[C@@H](N[C@@H]2[C@H](O)[C@@H](O)[C@H](O)C(CO)=C2)[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)C(O)O[C@@H]4CO)O[C@@H]3CO)O1,0,,,,,,,
50776560,Nc1nc(c2c(O)n1)n(COCCO)cn2,0,,,,,,,
50776561,O=C1c(c2N=CN1)cn[nH]2,0,,,,,,,
50776562,CCC1(c2ccc(N)cc2)C(=O)NC(=O)CC1,0,,,,,,,
50776570,CN(CCC[C@]1(c2ccc(F)cc2)c(c3CO1)ccc(C#N)c3)C,0,,,,,,,
50776571,COc1c(O)c(OC)cc([C@@H]2c(c3[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H]([C@@H]5O4)O[C@H](C)OC5)[C@@H]6[C@@H]2C(=O)OC6)cc(c7c3)OCO7)c1,0,,,,,,,
50776572,NC(Nc1scc(CSCCC(NS(=O)(=O)N)=N)n1)=N,0,,,,,,,
50776573,CN1CCN(c2c(F)c3c(C(=O)C(C(=O)O)=CN3CCF)cc2F)CC1,0,,,,,,,
50776574,CCOC(c1c2n(c(c3C(=O)N(C)C2)ccc(F)c3)cn1)=O,0,,,,,,,
50776575,CNCCC(c1ccccc1)Oc2ccc(C(F)(F)F)cc2,0,,,,,,,
50776576,COc1ccc(CC(NCC(c2cc(NC=O)c(O)cc2)O)C)cc1,0,,,,,,,
50776600,OC(P(=O)(O)O)=O,0,,,,,,,
50776601,Nc1nc(c2c(O)n1)n(COC(CO)CO)cn2,0,,,,,,,
50776602,Cc1ccc(S(NC(NN2CC(C3C2)CCC3)=O)(=O)=O)cc1,0,,,,,,,
50776603,NS(c1c(Cl)cc2c(S(=O)(=O)NCN2)c1)(=O)=O,0,,,,,,,
50776604,ClCCNP1(N(CCCl)CCCO1)=O,0,,,,,,,
50776606,NNC(c1ccncc1)=O,0,,,,,,,
50776607,CN1CCC(=C2c(c3CC(=O)c(c24)scc4)cccc3)CC1,0,,,,,,,
50776609,CC[C@@H](C(=O)N)N1C(=O)CCC1,0,,,,,,,
50776627,CC1([C@H](C(=O)O)N([C@@H]2S1)C(=O)[C@H]2NC([C@@H](c3ccc(O)cc3)N)=O)C,0,,,,,,,
50776628,CC(Nc1ccc(O)cc1)=O,0,,,,,,,
50776629,C[C@H]1[C@@H]([C@](OO[C@@]2(C)O3)([C@@H]3OC(=O)[C@@H]4C)[C@H]4CC1)CC2,0,,,,,,,
50776630,CNCC[C@H](c1ccccc1)Oc2c(C)cccc2,0,,,,,,,
50776631,CC[C@@H]1[C@](O)(C)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@](O)(C)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](OC)(C)C3)[C@@H](C)C(=O)O1,0,,,,,,,
50776632,CCOC(c1ccc(N)cc1)=O,0,,,,,,,
50776633,CC(NCC(COc1ccc(COCCOC(C)C)cc1)O)C,0,,,,,,,
50776634,Nc1c(C(c2ccc(Br)cc2)=O)cccc1CC(=O)O,0,,,,,,,
50776661,ClCCN(P1(OCCCN1)=O)CCCl,0,,,,,,,
50776667,CCCCCCCCCC(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](CC(=O)O)C)C(=O)N[C@@H](CC(c2c(N)cccc2)=O)C(=O)O[C@@H]1C)=O)CC(=O)O)=O)CC(=O)N)=O)Cc3c(c4[nH]c3)cccc4)=O,0,,,,,,,
50776675,NC(CC[C@H]1C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H](C(N2[C@H](C(N[C@@H](C(NCC(=O)N)=O)CCCNC(=N)N)=O)CCC2)=O)CSSCCC(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N1)=O,0,,,,,,,
50776702,CC(Nc1c(I)c(C(=O)O)c(I)c(NC(=O)C)c1I)=O,0,,,,,,,
50776762,CS(OCCCCOS(=O)(=O)C)(=O)=O,0,,,,,,,
50776764,C[C@@H](C(N1[C@H](C(=O)O)CCC1)=O)CS,0,,,,,,,
50776766,COc1c(OCCNCC(COc2c(c3ccc2)c(c4[nH]3)cccc4)O)cccc1,0,,,,,,,
50776816,CO[C@]1(C(=O)N([C@@H]12)C(C(=O)O)=C(CSc3n(C)nnn3)CS2)NC(C4SC(=C(C(=O)O)C(=O)N)S4)=O,0,,,,,,,
50776817,Clc1cc(N2CCNCC2)ccc1,0,,,,,,,
50776818,NS(c1c(Cl)ccc(C2(c(c3C(=O)N2)cccc3)O)c1)(=O)=O,0,,,,,,,
50776819,NC1=NC(=O)N(C[C@H](OCP(=O)(O)O)CO)C=C1,0,,,,,,,
50776821,CN(CCCC1(c2ccc(F)cc2)c(c3CO1)ccc(C#N)c3)C,0,,,,,,,
50776822,CN1C(=O)CC(=O)N(c2ccccc2)c(c13)cc(Cl)cc3,0,,,,,,,
50776824,COc1c(OC)c(OC)c(c2c1)C(C(=C3)[C@@H](NC(=O)C)CC2)=CC=C(OC)C3=O,0,,,,,,,
50776843,COc1ccc([C@H]2[C@@H](OC(=O)C)C(=O)N(CCN(C)C)c(c3S2)cccc3)cc1,0,,,,,,,
50776849,CN(CCc1ccc(NS(=O)(=O)C)cc1)CCOc2ccc(NS(=O)(=O)C)cc2,0,,,,,,,
50776851,C[C@H]1c(c2C(=O)C([C@@H]13)=C(O)[C@@](O)([C@H]4[C@H]3O)C(=O)C(C(=O)N)=C(O)[C@H]4N(C)C)cccc2O,0,,,,,,,
50776856,NCCCC(C(=O)O)(C(F)F)N,0,,,,,,,
50776858,C[C@@H](C(N1[C@H](C(=O)O)CCC1)=O)N[C@H](C(=O)O)CCc2ccccc2,0,,,,,,,
50776861,NC(NCCCC[C@H]1C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2c(c3[nH]c2)cccc3)C(=O)N([C@@H]4C(=O)N[C@H](C(=O)N)CSSCCC(=O)N1)CCC4)=N,0,,,,,,,
50776934,CC[C@@]1([C@@](C#C)(O)CC2)[C@@H]2[C@H]3[C@@H]([C@H](C(=C4)CC3)CCC4=O)CC1,0,,,,,,,
50776935,CN([C@@H]1C(O)=C(C(=O)N)C(=O)[C@](O)([C@H]12)C(O)=C([C@@H]3C2)C(=O)c(c4C3)c(O)ccc4N(C)C)C,0,,,,,,,
50776936,CN([C@@H]1C[C@H](OC([C@@H](c2ccccc2)CO)=O)C3)[C@@H]3[C@@H]([C@@H]14)O4,0,,,,,,,
50777144,S=C1c(c2N=CN1)[nH]cn2,0,,,,,,,
50777147,C[C@H]([C@H]1C(=O)N([C@@H]12)C(C(=O)O)=C(SCCNC=N)C2)O,0,,,,,,,
50777148,OC\C=C(\[C@H](C(=O)O)N([C@@H]12)C(=O)C1)/O2,0,,,,,,,
50777226,OC(C1c2n(c(C(c3ccccc3)=O)cc2)CC1)=O,0,,,,,,,
50777227,CC[C@@]1(C2=C(C(=O)N(C3=C2)Cc(c34)cc(c5n4)cccc5)COC1=O)O,0,,,,,,,
50777228,OC(Cc1ccc(c2ccccc2)cc1)=O,0,,,,,,,
